article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,article_idx,image_url,image_relative_path,in_home_feed,in_similar_items
0552370002,552370,SKINNY PRICE,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.",12222,/images/055/0552370002.jpg,055/0552370002.jpg,True,False
0554141003,554141,BENNY basic crewneck BB,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside.",12562,/images/055/0554141003.jpg,055/0554141003.jpg,True,False
0554450001,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12585,/images/055/0554450001.jpg,055/0554450001.jpg,True,True
0554450002,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12586,/images/055/0554450002.jpg,055/0554450002.jpg,False,True
0554450003,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12587,/images/055/0554450003.jpg,055/0554450003.jpg,False,True
0554450004,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12588,/images/055/0554450004.jpg,055/0554450004.jpg,True,True
0554450005,554450,Julia RW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12589,/images/055/0554450005.jpg,055/0554450005.jpg,True,True
0554450006,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12590,/images/055/0554450006.jpg,055/0554450006.jpg,False,True
0554450011,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12591,/images/055/0554450011.jpg,055/0554450011.jpg,False,True
0554450014,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12592,/images/055/0554450014.jpg,055/0554450014.jpg,False,True
0554450015,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12593,/images/055/0554450015.jpg,055/0554450015.jpg,False,True
0554450016,554450,Julia Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12594,/images/055/0554450016.jpg,055/0554450016.jpg,False,True
0554450019,554450,Julia Denim RW TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12595,/images/055/0554450019.jpg,055/0554450019.jpg,True,True
0554450025,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12596,/images/055/0554450025.jpg,055/0554450025.jpg,True,True
0554450026,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12597,/images/055/0554450026.jpg,055/0554450026.jpg,False,True
0554450027,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12598,/images/055/0554450027.jpg,055/0554450027.jpg,True,True
0554450028,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12599,/images/055/0554450028.jpg,055/0554450028.jpg,False,True
0554450034,554450,Julia RW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12600,/images/055/0554450034.jpg,055/0554450034.jpg,False,True
0554450035,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12601,/images/055/0554450035.jpg,055/0554450035.jpg,False,True
0554450036,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12602,/images/055/0554450036.jpg,055/0554450036.jpg,True,True
0554450042,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12603,/images/055/0554450042.jpg,055/0554450042.jpg,False,True
0554450043,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12604,/images/055/0554450043.jpg,055/0554450043.jpg,False,True
0554450046,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12605,/images/055/0554450046.jpg,055/0554450046.jpg,False,True
0554450047,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12606,/images/055/0554450047.jpg,055/0554450047.jpg,False,True
0554450051,554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.,12607,/images/055/0554450051.jpg,055/0554450051.jpg,False,True
0554477005,554477,Victoria RW Pull- On TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.",12608,/images/055/0554477005.jpg,055/0554477005.jpg,False,False
0554477020,554477,Victoria RW Pull- On TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.",12618,/images/055/0554477020.jpg,055/0554477020.jpg,False,False
0554477030,554477,Victoria Pull- On TRS,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs.",12624,/images/055/0554477030.jpg,055/0554477030.jpg,False,True
0554479001,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12630,/images/055/0554479001.jpg,055/0554479001.jpg,True,True
0554479002,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12631,/images/055/0554479002.jpg,055/0554479002.jpg,False,True
0554479003,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12632,/images/055/0554479003.jpg,055/0554479003.jpg,False,True
0554479004,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12633,/images/055/0554479004.jpg,055/0554479004.jpg,False,True
0554479005,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12634,/images/055/0554479005.jpg,055/0554479005.jpg,True,True
0554479007,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,1,Dusty Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12635,/images/055/0554479007.jpg,055/0554479007.jpg,False,True
0554479014,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12636,/images/055/0554479014.jpg,055/0554479014.jpg,False,True
0554479015,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12637,/images/055/0554479015.jpg,055/0554479015.jpg,False,True
0554479016,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,1,Dusty Light,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12638,/images/055/0554479016.jpg,055/0554479016.jpg,False,True
0554479017,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12639,/images/055/0554479017.jpg,055/0554479017.jpg,False,True
0554479018,554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.,12640,/images/055/0554479018.jpg,055/0554479018.jpg,False,True
0554541016,554541,SKINNY SS 89,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems.",12660,/images/055/0554541016.jpg,055/0554541016.jpg,True,False
0554546015,554546,SKINNY SS 79,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch denim for maximum mobility with an adjustable, elasticated waist, zip fly and button, and narrow hems.",12686,/images/055/0554546015.jpg,055/0554546015.jpg,True,False
0554598001,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12724,/images/055/0554598001.jpg,055/0554598001.jpg,True,True
0554598003,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12726,/images/055/0554598003.jpg,055/0554598003.jpg,True,True
0554598004,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12727,/images/055/0554598004.jpg,055/0554598004.jpg,False,True
0554598007,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12728,/images/055/0554598007.jpg,055/0554598007.jpg,False,True
0554598008,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12729,/images/055/0554598008.jpg,055/0554598008.jpg,False,True
0554598009,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,73,Dark Blue,2,Medium Dusty,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12730,/images/055/0554598009.jpg,055/0554598009.jpg,False,True
0554598010,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12731,/images/055/0554598010.jpg,055/0554598010.jpg,False,True
0554598011,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010027,Neps,51,Light Pink,3,Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12732,/images/055/0554598011.jpg,055/0554598011.jpg,False,True
0554598012,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12733,/images/055/0554598012.jpg,055/0554598012.jpg,True,True
0554598013,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12734,/images/055/0554598013.jpg,055/0554598013.jpg,False,True
0554598026,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12737,/images/055/0554598026.jpg,055/0554598026.jpg,False,True
0554598027,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12738,/images/055/0554598027.jpg,055/0554598027.jpg,False,True
0554598028,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12739,/images/055/0554598028.jpg,055/0554598028.jpg,False,True
0554598032,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12740,/images/055/0554598032.jpg,055/0554598032.jpg,False,True
0554598038,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12741,/images/055/0554598038.jpg,055/0554598038.jpg,True,True
0554598040,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12742,/images/055/0554598040.jpg,055/0554598040.jpg,False,True
0554598041,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12743,/images/055/0554598041.jpg,055/0554598041.jpg,False,True
0554598047,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12744,/images/055/0554598047.jpg,055/0554598047.jpg,False,True
0554598057,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12745,/images/055/0554598057.jpg,055/0554598057.jpg,True,True
0554598058,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12746,/images/055/0554598058.jpg,055/0554598058.jpg,True,True
0554598062,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12747,/images/055/0554598062.jpg,055/0554598062.jpg,False,True
0554598063,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12748,/images/055/0554598063.jpg,055/0554598063.jpg,False,True
0554598066,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12750,/images/055/0554598066.jpg,055/0554598066.jpg,False,True
0554598067,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,31,Light Orange,3,Light,3,Orange,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12751,/images/055/0554598067.jpg,055/0554598067.jpg,False,True
0554598071,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12753,/images/055/0554598071.jpg,055/0554598071.jpg,False,True
0554598081,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12756,/images/055/0554598081.jpg,055/0554598081.jpg,False,True
0554598083,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12757,/images/055/0554598083.jpg,055/0554598083.jpg,False,True
0554598086,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12759,/images/055/0554598086.jpg,055/0554598086.jpg,False,True
0554598087,554598,Nora T-shirt,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",12760,/images/055/0554598087.jpg,055/0554598087.jpg,False,True
0554640001,554640,Skirt Torn,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket skirt in washed denim with hard-worn details, a high waist, zip fly and button, and a frayed, raw-edge hem.",12761,/images/055/0554640001.jpg,055/0554640001.jpg,True,False
0554640017,554640,Skirt Torn,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket skirt in washed denim with hard-worn details, a high waist, zip fly and button, and a frayed, raw-edge hem.",12767,/images/055/0554640017.jpg,055/0554640017.jpg,False,True
0554704004,554704,Polka Blazer TW,264,Blazer,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,Long jacket in jersey with narrow notch lapels and front pockets. Unlined.,12770,/images/055/0554704004.jpg,055/0554704004.jpg,False,True
0554704007,554704,Polka Blazer TW,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,Long jacket in jersey with narrow notch lapels and front pockets. Unlined.,12773,/images/055/0554704007.jpg,055/0554704007.jpg,False,True
0554757004,554757,Winona,245,Cardigan,Garment Upper body,1010010,Melange,19,Greenish Khaki,4,Dark,20,Khaki green,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Knee-length cardigan in a soft, fine knit with long sleeves and no buttons.",12784,/images/055/0554757004.jpg,055/0554757004.jpg,False,True
0554772001,554772,Bob V-neck,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in cotton jersey with a V-neck and short sleeves.,12788,/images/055/0554772001.jpg,055/0554772001.jpg,False,True
